Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
368,tt0844029,2011-07-18,2011-07-18,,"Ace Ventura: Pet Detective Jr.","Ace Ventura: Pet Detective Jr.",https://www.imdb.com/title/tt0844029/,TV Movie,2.1,93,2009,"Adventure, Comedy, Crime, Family",5970,2009-03-03,"David Mickey Evans",,
369,tt0094862,2011-07-18,2011-07-18,,"Child's Play","Child's Play",https://www.imdb.com/title/tt0094862/,Movie,6.7,87,1988,"Horror, Thriller",128167,1988-11-09,"Tom Holland",,
370,tt0099253,2011-07-18,2011-07-18,,"Child's Play 2","Child's Play 2",https://www.imdb.com/title/tt0099253/,Movie,6.0,84,1990,"Horror, Thriller",62761,1990-11-09,"John Lafia",,
371,tt0103956,2011-07-18,2011-07-18,,"Child's Play 3","Child's Play 3",https://www.imdb.com/title/tt0103956/,Movie,5.2,90,1991,"Horror, Thriller",50081,1991-08-30,"Jack Bender",,
372,tt0144120,2011-07-18,2011-07-18,,"Bride of Chucky","Bride of Chucky",https://www.imdb.com/title/tt0144120/,Movie,5.6,89,1998,"Comedy, Horror, Thriller",68865,1998-10-16,"Ronny Yu",,
373,tt0387575,2011-07-18,2011-07-18,,"Seed of Chucky","Seed of Chucky",https://www.imdb.com/title/tt0387575/,Movie,4.9,87,2004,"Comedy, Horror, Thriller",53355,2004-11-12,"Don Mancini",,
374,tt1013860,2011-07-18,2011-07-18,,"Dylan Dog: Dead of Night","Dylan Dog: Dead of Night",https://www.imdb.com/title/tt1013860/,Movie,5.1,107,2010,"Action, Comedy, Crime, Fantasy, Horror, Mystery, Thriller",16020,2011-04-29,"Kevin Munroe",,
375,tt0212338,2011-07-18,2011-07-18,,"Meet the Parents","Meet the Parents",https://www.imdb.com/title/tt0212338/,Movie,7.0,108,2000,"Comedy, Romance",372645,2000-10-06,"Jay Roach",,
376,tt0838283,2011-07-18,2011-07-18,,"Step Brothers","Step Brothers",https://www.imdb.com/title/tt0838283/,Movie,6.9,98,2008,"Comedy",335378,2008-07-25,"Adam McKay",,
377,tt1568139,2011-07-18,2011-07-18,,"You Got Served: Beat the World","Beat the World",https://www.imdb.com/title/tt1568139/,Movie,4.3,91,2011,"Drama, Music",2041,2011-06-10,"Robert Adetuyi",,
378,tt1270798,2011-07-18,2011-07-18,,"X-Men: First Class","X: First Class",https://www.imdb.com/title/tt1270798/,Movie,7.7,131,2011,"Action, Sci-Fi",754843,2011-06-03,"Matthew Vaughn",,
379,tt1464580,2011-09-06,2011-09-06,,"Stake Land","Stake Land",https://www.imdb.com/title/tt1464580/,Movie,6.4,98,2010,"Drama, Horror",45430,2011-06-17,"Jim Mickle",,
380,tt1316536,2011-09-06,2011-09-06,,"The Loved Ones","The Loved Ones",https://www.imdb.com/title/tt1316536/,Movie,6.6,84,2009,"Crime, Horror",46640,2010-11-04,"Sean Byrne",,
381,tt1284575,2011-09-06,2011-09-06,,"Bad Teacher","Bad Teacher",https://www.imdb.com/title/tt1284575/,Movie,5.7,92,2011,"Comedy, Romance",219935,2011-06-24,"Jake Kasdan",,
